"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"english-cottage-keswick","Keswick","<p>Keswick pattern from our English-cottage collection. Pattern #01-03-103. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-103-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/keswick_67f90044-e9ab-4ea2-8365-8d318b1257ef.jpg?v=1772068542","1","Keswick pattern thumbnail","Keswick - English-cottage Collection | ColorFlex Wallpaper","Keswick pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","keswick","6","Baskets,Flowers & Fruit,Grapes,Flowers,Small Leaves,Large Leaves","24x24","straight","SW6990 CAVIAR,SW0043 PERISTYLE BRASS,SW0034 ROYCROFT ROSE,SW0033 REMBRANDT RUBY,SW7697 SAFARI,SW7726 LEMON VERBENA,SW7729 EDAMAME","01-03-103","03","103",""
"english-cottage-yarmouth","Yarmouth","<p>Yarmouth pattern from our English-cottage collection. Pattern #01-03-108. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-108-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/yarmouth.jpg?v=1762696253","","","Yarmouth - English-cottage Collection | ColorFlex Wallpaper","Yarmouth pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","yarmouth","5","Leaves,Stems,Shields,Flowers,Centers","24x24","straight","SW6990 CAVIAR,SW6214 UNDERSEAS,SW0043 PERISTYLE BRASS,SW0043 PERISTYLE BRASS,SW6212 QUIETUDE,SC0001 COTTAGE LINEN","01-03-108","03","108",""
"english-cottage-chelmsford","Chelmsford","<p>Chelmsford pattern from our English-cottage collection. Pattern #01-03-117. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-117-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/chelmsford.jpg?v=1762696254","1","Chelmsford pattern thumbnail","Chelmsford - English-cottage Collection | ColorFlex Wallpaper","Chelmsford pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","chelmsford","2","Corners,Center","24x24","straight","SC0001 COTTAGE LINEN,SW9658 FRESH EUCALYPTUS,SW6214 UNDERSEAS","01-03-117","03","117",""
"english-cottage-chelmsford","Chelmsford","<p>Chelmsford pattern from our English-cottage collection. Pattern #01-03-117. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-117-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/chelmsford.jpg?v=1762696254","","","Chelmsford - English-cottage Collection | ColorFlex Wallpaper","Chelmsford pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","chelmsford","2","Corners,Center","24x24","straight","SC0001 COTTAGE LINEN,SW9658 FRESH EUCALYPTUS,SW6214 UNDERSEAS","01-03-117","03","117",""
"english-cottage-chelmsford","Chelmsford","<p>Chelmsford pattern from our English-cottage collection. Pattern #01-03-117. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-117-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/chelmsford.jpg?v=1762696254","","","Chelmsford - English-cottage Collection | ColorFlex Wallpaper","Chelmsford pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","chelmsford","2","Corners,Center","24x24","straight","SC0001 COTTAGE LINEN,SW9658 FRESH EUCALYPTUS,SW6214 UNDERSEAS","01-03-117","03","117",""
"english-cottage-daisey-in-the-middle","Daisey In The Middle","<p>Daisey In The Middle pattern from our English-cottage collection. Pattern #01-03-124. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-124-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/daisey-in-the-middle.jpg?v=1762696255","1","Daisey In The Middle pattern thumbnail","Daisey In The Middle - English-cottage Collection | ColorFlex Wallpaper","Daisey In The Middle pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","daisey-in-the-middle","2","Pattern,Center Dots","24x18","straight","SC0001 COTTAGE LINEN,SW3441 FOOTHILLS,SW6214 UNDERSEAS","01-03-124","03","124",""
"english-cottage-daisey-in-the-middle","Daisey In The Middle","<p>Daisey In The Middle pattern from our English-cottage collection. Pattern #01-03-124. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-124-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/daisey-in-the-middle.jpg?v=1762696255","","","Daisey In The Middle - English-cottage Collection | ColorFlex Wallpaper","Daisey In The Middle pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","daisey-in-the-middle","2","Pattern,Center Dots","24x18","straight","SC0001 COTTAGE LINEN,SW3441 FOOTHILLS,SW6214 UNDERSEAS","01-03-124","03","124",""
"english-cottage-daisey-in-the-middle","Daisey In The Middle","<p>Daisey In The Middle pattern from our English-cottage collection. Pattern #01-03-124. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-124-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/daisey-in-the-middle.jpg?v=1762696255","","","Daisey In The Middle - English-cottage Collection | ColorFlex Wallpaper","Daisey In The Middle pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","daisey-in-the-middle","2","Pattern,Center Dots","24x18","straight","SC0001 COTTAGE LINEN,SW3441 FOOTHILLS,SW6214 UNDERSEAS","01-03-124","03","124",""
"english-cottage-hastings","Hastings","<p>Hastings pattern from our English-cottage collection. Pattern #01-03-118. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-118-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/hastings.jpg?v=1757455549","1","Hastings pattern thumbnail","Hastings - English-cottage Collection | ColorFlex Wallpaper","Hastings pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","hastings","1","Design","24x24","straight","SC0001 COTTAGE LINEN,SW0032 NEEDLEPOINT NAVY","01-03-118","03","118",""
"english-cottage-hastings","Hastings","<p>Hastings pattern from our English-cottage collection. Pattern #01-03-118. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-118-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/hastings.jpg?v=1757455549","","","Hastings - English-cottage Collection | ColorFlex Wallpaper","Hastings pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","hastings","1","Design","24x24","straight","SC0001 COTTAGE LINEN,SW0032 NEEDLEPOINT NAVY","01-03-118","03","118",""
"english-cottage-hastings","Hastings","<p>Hastings pattern from our English-cottage collection. Pattern #01-03-118. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-118-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/hastings.jpg?v=1757455549","","","Hastings - English-cottage Collection | ColorFlex Wallpaper","Hastings pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","hastings","1","Design","24x24","straight","SC0001 COTTAGE LINEN,SW0032 NEEDLEPOINT NAVY","01-03-118","03","118",""
"english-cottage-rose-hill","Rose Hill","<p>Rose Hill pattern from our English-cottage collection. Pattern #01-03-131. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-131-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/rose-hill.jpg?v=1764031520","1","Rose Hill pattern thumbnail","Rose Hill - English-cottage Collection | ColorFlex Wallpaper","Rose Hill pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","rose-hill","5","Layer 1,Layer 2,Layer 3,Layer 4,Layer 5","24x15","straight","SC0001 COTTAGE LINEN,SW6239 UPWARD,SW6242 BRACING BLUE,SC0001 COTTAGE LINEN,SW6242 BRACING BLUE,SW6244 NAVAL","01-03-131","03","131",""
"english-cottage-rose-hill","Rose Hill","<p>Rose Hill pattern from our English-cottage collection. Pattern #01-03-131. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-131-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/rose-hill.jpg?v=1764031520","","","Rose Hill - English-cottage Collection | ColorFlex Wallpaper","Rose Hill pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","rose-hill","5","Layer 1,Layer 2,Layer 3,Layer 4,Layer 5","24x15","straight","SC0001 COTTAGE LINEN,SW6239 UPWARD,SW6242 BRACING BLUE,SC0001 COTTAGE LINEN,SW6242 BRACING BLUE,SW6244 NAVAL","01-03-131","03","131",""
"english-cottage-rose-hill","Rose Hill","<p>Rose Hill pattern from our English-cottage collection. Pattern #01-03-131. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-131-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/rose-hill.jpg?v=1764031520","","","Rose Hill - English-cottage Collection | ColorFlex Wallpaper","Rose Hill pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","rose-hill","5","Layer 1,Layer 2,Layer 3,Layer 4,Layer 5","24x15","straight","SC0001 COTTAGE LINEN,SW6239 UPWARD,SW6242 BRACING BLUE,SC0001 COTTAGE LINEN,SW6242 BRACING BLUE,SW6244 NAVAL","01-03-131","03","131",""
"english-cottage-tudor-rose","Tudor Rose","<p>Tudor Rose pattern from our English-cottage collection. Pattern #01-03-129. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-129-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/tudor-rose.jpg?v=1762805895","1","Tudor Rose pattern thumbnail","Tudor Rose - English-cottage Collection | ColorFlex Wallpaper","Tudor Rose pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","tudor-rose","12","Quatrefoil Outter Edge,Quatrefoil Inner Edge,Quatrefoil Center,Leaves,Tudor Rose,Floral,Cross,Upper Thorns,Lower Thorns,Small Flowers,Center Flowers,Outline","24x24","straight","SW0006 TOILE RED,SW7726 LEMON VERBENA,SW6395 ALCHEMY,SC0001 COTTAGE LINEN,SW7729 EDAMAME,SW0006 TOILE RED,SW6395 ALCHEMY,SW7726 LEMON VERBENA,SW6159 HIGH TEA,SW6158 SAWDUST,SC0001 COTTAGE LINEN,SW6395 ALCHEMY,SW7609 IRON ORE","01-03-129","03","129",""
"english-cottage-tudor-rose","Tudor Rose","<p>Tudor Rose pattern from our English-cottage collection. Pattern #01-03-129. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-129-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/tudor-rose.jpg?v=1762805895","","","Tudor Rose - English-cottage Collection | ColorFlex Wallpaper","Tudor Rose pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","tudor-rose","12","Quatrefoil Outter Edge,Quatrefoil Inner Edge,Quatrefoil Center,Leaves,Tudor Rose,Floral,Cross,Upper Thorns,Lower Thorns,Small Flowers,Center Flowers,Outline","24x24","straight","SW0006 TOILE RED,SW7726 LEMON VERBENA,SW6395 ALCHEMY,SC0001 COTTAGE LINEN,SW7729 EDAMAME,SW0006 TOILE RED,SW6395 ALCHEMY,SW7726 LEMON VERBENA,SW6159 HIGH TEA,SW6158 SAWDUST,SC0001 COTTAGE LINEN,SW6395 ALCHEMY,SW7609 IRON ORE","01-03-129","03","129",""
"english-cottage-tudor-rose","Tudor Rose","<p>Tudor Rose pattern from our English-cottage collection. Pattern #01-03-129. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-129-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/tudor-rose.jpg?v=1762805895","","","Tudor Rose - English-cottage Collection | ColorFlex Wallpaper","Tudor Rose pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","tudor-rose","12","Quatrefoil Outter Edge,Quatrefoil Inner Edge,Quatrefoil Center,Leaves,Tudor Rose,Floral,Cross,Upper Thorns,Lower Thorns,Small Flowers,Center Flowers,Outline","24x24","straight","SW0006 TOILE RED,SW7726 LEMON VERBENA,SW6395 ALCHEMY,SC0001 COTTAGE LINEN,SW7729 EDAMAME,SW0006 TOILE RED,SW6395 ALCHEMY,SW7726 LEMON VERBENA,SW6159 HIGH TEA,SW6158 SAWDUST,SC0001 COTTAGE LINEN,SW6395 ALCHEMY,SW7609 IRON ORE","01-03-129","03","129",""
"english-cottage-baythorn","Baythorn","<p>Baythorn pattern from our English-cottage collection. Pattern #01-03-120. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-120-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/baythorn.jpg?v=1762696485","1","Baythorn pattern thumbnail","Baythorn - English-cottage Collection | ColorFlex Wallpaper","Baythorn pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","baythorn","1","Layer 1","24x24","straight","SC0001 COTTAGE LINEN,SW6395 ALCHEMY","01-03-120","03","120",""
"english-cottage-baythorn","Baythorn","<p>Baythorn pattern from our English-cottage collection. Pattern #01-03-120. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-120-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/baythorn.jpg?v=1762696485","","","Baythorn - English-cottage Collection | ColorFlex Wallpaper","Baythorn pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","baythorn","1","Layer 1","24x24","straight","SC0001 COTTAGE LINEN,SW6395 ALCHEMY","01-03-120","03","120",""
"english-cottage-baythorn","Baythorn","<p>Baythorn pattern from our English-cottage collection. Pattern #01-03-120. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-120-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/baythorn.jpg?v=1762696485","","","Baythorn - English-cottage Collection | ColorFlex Wallpaper","Baythorn pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","baythorn","1","Layer 1","24x24","straight","SC0001 COTTAGE LINEN,SW6395 ALCHEMY","01-03-120","03","120",""
"english-cottage-newton","Newton","<p>Newton pattern from our English-cottage collection. Pattern #01-03-111. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-111-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/newton.jpg?v=1762696258","1","Newton pattern thumbnail","Newton - English-cottage Collection | ColorFlex Wallpaper","Newton pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","newton","5","Tiny Flowers,Vase,Baskets,Compote,Bouquets","24x30","half-drop","SC0001 COTTAGE LINEN,SW0037 MORRIS ROOM GREY,SW0032 NEEDLEPOINT NAVY,SW0032 NEEDLEPOINT NAVY,SW0032 NEEDLEPOINT NAVY,SW0032 NEEDLEPOINT NAVY","01-03-111","03","111",""
"english-cottage-newton","Newton","<p>Newton pattern from our English-cottage collection. Pattern #01-03-111. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-111-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/newton.jpg?v=1762696258","","","Newton - English-cottage Collection | ColorFlex Wallpaper","Newton pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","newton","5","Tiny Flowers,Vase,Baskets,Compote,Bouquets","24x30","half-drop","SC0001 COTTAGE LINEN,SW0037 MORRIS ROOM GREY,SW0032 NEEDLEPOINT NAVY,SW0032 NEEDLEPOINT NAVY,SW0032 NEEDLEPOINT NAVY,SW0032 NEEDLEPOINT NAVY","01-03-111","03","111",""
"english-cottage-newton","Newton","<p>Newton pattern from our English-cottage collection. Pattern #01-03-111. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-111-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/newton.jpg?v=1762696258","","","Newton - English-cottage Collection | ColorFlex Wallpaper","Newton pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","newton","5","Tiny Flowers,Vase,Baskets,Compote,Bouquets","24x30","half-drop","SC0001 COTTAGE LINEN,SW0037 MORRIS ROOM GREY,SW0032 NEEDLEPOINT NAVY,SW0032 NEEDLEPOINT NAVY,SW0032 NEEDLEPOINT NAVY,SW0032 NEEDLEPOINT NAVY","01-03-111","03","111",""
"english-cottage-chester","Chester","<p>Chester pattern from our English-cottage collection. Pattern #01-03-123. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-123-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/chester.jpg?v=1762696259","1","Chester pattern thumbnail","Chester - English-cottage Collection | ColorFlex Wallpaper","Chester pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","chester","2","Circles,Quadrafoil","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW6214 UNDERSEAS,SW0043 PERISTYLE BRASS","01-03-123","03","123",""
"english-cottage-chester","Chester","<p>Chester pattern from our English-cottage collection. Pattern #01-03-123. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-123-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/chester.jpg?v=1762696259","","","Chester - English-cottage Collection | ColorFlex Wallpaper","Chester pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","chester","2","Circles,Quadrafoil","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW6214 UNDERSEAS,SW0043 PERISTYLE BRASS","01-03-123","03","123",""
"english-cottage-chester","Chester","<p>Chester pattern from our English-cottage collection. Pattern #01-03-123. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-123-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/chester.jpg?v=1762696259","","","Chester - English-cottage Collection | ColorFlex Wallpaper","Chester pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","chester","2","Circles,Quadrafoil","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW6214 UNDERSEAS,SW0043 PERISTYLE BRASS","01-03-123","03","123",""
