"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant","product.metafields.color_flex.collection_description"
"abundance-birdcage-on-black","Birdcage On Black","<p>Birdcage On Black pattern from our Abundance collection. Pattern #01-01-101A. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Abundance","Home & Garden > Decor","Standard Pattern","abundance, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-01-101A-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/birdcage-on-black.jpg?v=1772126716","1","Birdcage On Black pattern thumbnail","Birdcage On Black - Abundance Collection | ColorFlex Wallpaper","Birdcage On Black pattern from our Abundance collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","abundance","birdcage-on-black","0","","24x36","half-drop","","01-01-101A","01","101","A",""
"folksie-clo-folk-vine","Folk Vine","<p>Folk Vine pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","folksie-clo-folk-vine-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folk-vine.jpg?v=1774383370","1","Folk Vine pattern thumbnail","Folk Vine - Folksie Clo Collection | ColorFlex Wallpaper","Folk Vine pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","folk-vine","9","Outter Leaves,Center Leaves,Berries,Lillies,Round Flowers,Flower Centers,Small Flowers,Tiny Flowers,Tulips","24x24","straight","SC0001 COTTAGE LINEN,SW7729 EDAMAME,SW7726 LEMON VERBENA,SW6212 QUIETUDE,SW7699 RUSTIC CITY,SW6332 CORAL ISLAND,SW6306 CORDIAL,SW6135 ECRU,SW6242 BRACING BLUE,SW6243 DISTANCE","","","","",""
"folksie-clo-folk-vine","Folk Vine","<p>Folk Vine pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","folksie-clo-folk-vine-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folk-vine.jpg?v=1774383370","","","Folk Vine - Folksie Clo Collection | ColorFlex Wallpaper","Folk Vine pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","folk-vine","9","Outter Leaves,Center Leaves,Berries,Lillies,Round Flowers,Flower Centers,Small Flowers,Tiny Flowers,Tulips","24x24","straight","SC0001 COTTAGE LINEN,SW7729 EDAMAME,SW7726 LEMON VERBENA,SW6212 QUIETUDE,SW7699 RUSTIC CITY,SW6332 CORAL ISLAND,SW6306 CORDIAL,SW6135 ECRU,SW6242 BRACING BLUE,SW6243 DISTANCE","","","","",""
"folksie-clo-folk-vine","Folk Vine","<p>Folk Vine pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","folksie-clo-folk-vine-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folk-vine.jpg?v=1774383370","","","Folk Vine - Folksie Clo Collection | ColorFlex Wallpaper","Folk Vine pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","folk-vine","9","Outter Leaves,Center Leaves,Berries,Lillies,Round Flowers,Flower Centers,Small Flowers,Tiny Flowers,Tulips","24x24","straight","SC0001 COTTAGE LINEN,SW7729 EDAMAME,SW7726 LEMON VERBENA,SW6212 QUIETUDE,SW7699 RUSTIC CITY,SW6332 CORAL ISLAND,SW6306 CORDIAL,SW6135 ECRU,SW6242 BRACING BLUE,SW6243 DISTANCE","","","","",""
"folksie-clo-cherie-cherie","Cherie Cherie","<p>Cherie Cherie pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","folksie-clo-cherie-cherie-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cherie-cherie.jpg?v=1774383370","1","Cherie Cherie pattern thumbnail","Cherie Cherie - Folksie Clo Collection | ColorFlex Wallpaper","Cherie Cherie pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","cherie-cherie","4","Texture,Cherries,Leaves,Design","24x24","straight","SC0001 COTTAGE LINEN,SW6135 ECRU,SW6306 CORDIAL,SW6417 TUPELO TREE,SW7069 IRON ORE","","","","",""
"folksie-clo-cherie-cherie","Cherie Cherie","<p>Cherie Cherie pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","folksie-clo-cherie-cherie-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cherie-cherie.jpg?v=1774383370","","","Cherie Cherie - Folksie Clo Collection | ColorFlex Wallpaper","Cherie Cherie pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","cherie-cherie","4","Texture,Cherries,Leaves,Design","24x24","straight","SC0001 COTTAGE LINEN,SW6135 ECRU,SW6306 CORDIAL,SW6417 TUPELO TREE,SW7069 IRON ORE","","","","",""
"folksie-clo-cherie-cherie","Cherie Cherie","<p>Cherie Cherie pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","folksie-clo-cherie-cherie-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cherie-cherie.jpg?v=1774383370","","","Cherie Cherie - Folksie Clo Collection | ColorFlex Wallpaper","Cherie Cherie pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","cherie-cherie","4","Texture,Cherries,Leaves,Design","24x24","straight","SC0001 COTTAGE LINEN,SW6135 ECRU,SW6306 CORDIAL,SW6417 TUPELO TREE,SW7069 IRON ORE","","","","",""
"folksie-clo-my-cherie-amour","My Cherie Amour","<p>My Cherie Amour pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","folksie-clo-my-cherie-amour-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/my-cherie-amour.jpg?v=1774383368","1","My Cherie Amour pattern thumbnail","My Cherie Amour - Folksie Clo Collection | ColorFlex Wallpaper","My Cherie Amour pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","my-cherie-amour","6","Texture,Cherries,Leaves,Left Side Twig,Right Side Twig,Black Outline","24x24","straight","SC0001 COTTAGE LINEN,SW6135 ECRU,SW6306 CORDIAL,SW6417 TUPELO TREE,SW6109 HOPSACK,SW6159 HIGH TEA,SW7069 IRON ORE","","","","",""
"folksie-clo-my-cherie-amour","My Cherie Amour","<p>My Cherie Amour pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","folksie-clo-my-cherie-amour-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/my-cherie-amour.jpg?v=1774383368","","","My Cherie Amour - Folksie Clo Collection | ColorFlex Wallpaper","My Cherie Amour pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","my-cherie-amour","6","Texture,Cherries,Leaves,Left Side Twig,Right Side Twig,Black Outline","24x24","straight","SC0001 COTTAGE LINEN,SW6135 ECRU,SW6306 CORDIAL,SW6417 TUPELO TREE,SW6109 HOPSACK,SW6159 HIGH TEA,SW7069 IRON ORE","","","","",""
"folksie-clo-my-cherie-amour","My Cherie Amour","<p>My Cherie Amour pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","folksie-clo-my-cherie-amour-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/my-cherie-amour.jpg?v=1774383368","","","My Cherie Amour - Folksie Clo Collection | ColorFlex Wallpaper","My Cherie Amour pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","my-cherie-amour","6","Texture,Cherries,Leaves,Left Side Twig,Right Side Twig,Black Outline","24x24","straight","SC0001 COTTAGE LINEN,SW6135 ECRU,SW6306 CORDIAL,SW6417 TUPELO TREE,SW6109 HOPSACK,SW6159 HIGH TEA,SW7069 IRON ORE","","","","",""
"folksie-clo-ferntastic","Ferntastic","<p>Ferntastic pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","folksie-clo-ferntastic-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/ferntastic.jpg?v=1774383379","1","Ferntastic pattern thumbnail","Ferntastic - Folksie Clo Collection | ColorFlex Wallpaper","Ferntastic pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","ferntastic","6","Center Design,Sm Design,Ferns,Diagonal,Corner Design,Dots","24x24","straight","SC0001 COTTAGE LINEN,SW6356 COPPER MOUNTAIN,SW9009 SUBDUED SIENNA,SW6159 HIGH TEA,SW6158 SAWDUST,SW6076 TURKISH COFFEE","","","","",""
"folksie-clo-ferntastic","Ferntastic","<p>Ferntastic pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","folksie-clo-ferntastic-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/ferntastic.jpg?v=1774383379","","","Ferntastic - Folksie Clo Collection | ColorFlex Wallpaper","Ferntastic pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","ferntastic","6","Center Design,Sm Design,Ferns,Diagonal,Corner Design,Dots","24x24","straight","SC0001 COTTAGE LINEN,SW6356 COPPER MOUNTAIN,SW9009 SUBDUED SIENNA,SW6159 HIGH TEA,SW6158 SAWDUST,SW6076 TURKISH COFFEE","","","","",""
"folksie-clo-ferntastic","Ferntastic","<p>Ferntastic pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","folksie-clo-ferntastic-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/ferntastic.jpg?v=1774383379","","","Ferntastic - Folksie Clo Collection | ColorFlex Wallpaper","Ferntastic pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","ferntastic","6","Center Design,Sm Design,Ferns,Diagonal,Corner Design,Dots","24x24","straight","SC0001 COTTAGE LINEN,SW6356 COPPER MOUNTAIN,SW9009 SUBDUED SIENNA,SW6159 HIGH TEA,SW6158 SAWDUST,SW6076 TURKISH COFFEE","","","","",""
"folksie-clo-budapest","Budapest","<p>Budapest pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","folksie-clo-budapest-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/budapest.jpg?v=1774383380","1","Budapest pattern thumbnail","Budapest - Folksie Clo Collection | ColorFlex Wallpaper","Budapest pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","budapest","4","Small Flowers,Dots,Vine,Big Flower","24x24","straight","SW6990 CAVIAR,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7694 DROMEDARY CAMEL,SW7698 STRAW HARVEST","","","","",""
"folksie-clo-budapest","Budapest","<p>Budapest pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","folksie-clo-budapest-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/budapest.jpg?v=1774383380","","","Budapest - Folksie Clo Collection | ColorFlex Wallpaper","Budapest pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","budapest","4","Small Flowers,Dots,Vine,Big Flower","24x24","straight","SW6990 CAVIAR,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7694 DROMEDARY CAMEL,SW7698 STRAW HARVEST","","","","",""
"folksie-clo-budapest","Budapest","<p>Budapest pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","folksie-clo-budapest-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/budapest.jpg?v=1774383380","","","Budapest - Folksie Clo Collection | ColorFlex Wallpaper","Budapest pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","budapest","4","Small Flowers,Dots,Vine,Big Flower","24x24","straight","SW6990 CAVIAR,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7694 DROMEDARY CAMEL,SW7698 STRAW HARVEST","","","","",""
"folksie-clo-folkart-stripe","Folkart Stripe","<p>Folkart Stripe pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","folksie-clo-folkart-stripe-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folkart-stripe.jpg?v=1774383376","1","Folkart Stripe pattern thumbnail","Folkart Stripe - Folksie Clo Collection | ColorFlex Wallpaper","Folkart Stripe pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","folkart-stripe","4","Stripes,Stripe Design,Big Design,Mini Stripe","24x24","straight","SC0001 COTTAGE LINEN,SW6524 COMMODORE,SW7699 RUSTIC CITY,SC0001 COTTAGE LINEN,SW7699 RUSTIC CITY","","","","",""
"folksie-clo-folkart-stripe","Folkart Stripe","<p>Folkart Stripe pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","folksie-clo-folkart-stripe-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folkart-stripe.jpg?v=1774383376","","","Folkart Stripe - Folksie Clo Collection | ColorFlex Wallpaper","Folkart Stripe pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","folkart-stripe","4","Stripes,Stripe Design,Big Design,Mini Stripe","24x24","straight","SC0001 COTTAGE LINEN,SW6524 COMMODORE,SW7699 RUSTIC CITY,SC0001 COTTAGE LINEN,SW7699 RUSTIC CITY","","","","",""
"folksie-clo-folkart-stripe","Folkart Stripe","<p>Folkart Stripe pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","folksie-clo-folkart-stripe-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folkart-stripe.jpg?v=1774383376","","","Folkart Stripe - Folksie Clo Collection | ColorFlex Wallpaper","Folkart Stripe pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","folkart-stripe","4","Stripes,Stripe Design,Big Design,Mini Stripe","24x24","straight","SC0001 COTTAGE LINEN,SW6524 COMMODORE,SW7699 RUSTIC CITY,SC0001 COTTAGE LINEN,SW7699 RUSTIC CITY","","","","",""
"folksie-clo-folk-sketches","Folk Sketches","<p>Folk Sketches pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","folksie-clo-folk-sketches-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folk-sketches.jpg?v=1774383374","1","Folk Sketches pattern thumbnail","Folk Sketches - Folksie Clo Collection | ColorFlex Wallpaper","Folk Sketches pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","folk-sketches","9","Page 1,Page 2,Page 3,Page 4,Page 5,Page 6,Round,Little Etchings,Etchings","24x24","half-drop","SW6990 CAVIAR,SW0043 PERISTYLE BRASS,SW0031 DUTCH TILE BLUE,SW0042 RUSKIN ROOM GREEN,SW2813 DOWNING STRAW,SW0033 REMBRANDT RUBY,SW0039 MELLOW MAUVE,SW2811 ROOKWOOD BLUE GREEN,SW0043 PERISTYLE BRASS,SW6990 CAVIAR","","","","",""
"folksie-clo-folk-sketches","Folk Sketches","<p>Folk Sketches pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","folksie-clo-folk-sketches-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folk-sketches.jpg?v=1774383374","","","Folk Sketches - Folksie Clo Collection | ColorFlex Wallpaper","Folk Sketches pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","folk-sketches","9","Page 1,Page 2,Page 3,Page 4,Page 5,Page 6,Round,Little Etchings,Etchings","24x24","half-drop","SW6990 CAVIAR,SW0043 PERISTYLE BRASS,SW0031 DUTCH TILE BLUE,SW0042 RUSKIN ROOM GREEN,SW2813 DOWNING STRAW,SW0033 REMBRANDT RUBY,SW0039 MELLOW MAUVE,SW2811 ROOKWOOD BLUE GREEN,SW0043 PERISTYLE BRASS,SW6990 CAVIAR","","","","",""
"folksie-clo-folk-sketches","Folk Sketches","<p>Folk Sketches pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","folksie-clo-folk-sketches-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/folk-sketches.jpg?v=1774383374","","","Folk Sketches - Folksie Clo Collection | ColorFlex Wallpaper","Folk Sketches pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","folk-sketches","9","Page 1,Page 2,Page 3,Page 4,Page 5,Page 6,Round,Little Etchings,Etchings","24x24","half-drop","SW6990 CAVIAR,SW0043 PERISTYLE BRASS,SW0031 DUTCH TILE BLUE,SW0042 RUSKIN ROOM GREEN,SW2813 DOWNING STRAW,SW0033 REMBRANDT RUBY,SW0039 MELLOW MAUVE,SW2811 ROOKWOOD BLUE GREEN,SW0043 PERISTYLE BRASS,SW6990 CAVIAR","","","","",""
"folksie-clo-woodcut-diamonds","Woodcut Diamonds","<p>Woodcut Diamonds pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","folksie-clo-woodcut-diamonds-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/woodcut-diamonds.jpg?v=1774383373","1","Woodcut Diamonds pattern thumbnail","Woodcut Diamonds - Folksie Clo Collection | ColorFlex Wallpaper","Woodcut Diamonds pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","woodcut-diamonds","1","Design","24x24","straight","SW6356 COPPER MOUNTAIN,SW6990 CAVIAR","","","","",""
"folksie-clo-woodcut-diamonds","Woodcut Diamonds","<p>Woodcut Diamonds pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Folksie Clo","Home & Garden > Decor","ColorFlex Pattern","folksie-clo, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","folksie-clo-woodcut-diamonds-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/woodcut-diamonds.jpg?v=1774383373","","","Woodcut Diamonds - Folksie Clo Collection | ColorFlex Wallpaper","Woodcut Diamonds pattern from our Folksie Clo collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","folksie-clo","woodcut-diamonds","1","Design","24x24","straight","SW6356 COPPER MOUNTAIN,SW6990 CAVIAR","","","","",""
